课程ID,编号,任课单位,分组编号,课程,课程性质,教室,上课时间,周次,学分,理论学时,实验学时,实践,总学时,教师,计划人数,已选人数,余容,优选专业,锁定,校区,课程类别,课程体系,排课类别,单列实验
906711989067365888646705886507558602407781339123886582558603378781996954,300314985,食品学院,仪器分析101,仪器分析,推荐选修课,10-A608,"4-5,4-6",1-14,3,28,16,0,48,黎杉珊,123,112,11,"生物202001,生物202002,生物202003,生物202004,生物202005",否,雅安,-,推荐选修课,混教,否
893060369726950997269509819942148602407781347053819902548133513388641455,300315011,艺术与传媒学院,美学概论101,美学概论,推荐选修课,1-50810-A204,"3-1,3-2(双)5-5,5-6",1-15,3,44,0,0,48,梁媛,162,151,11,"数字媒体202001,数字媒体202002,数字媒体202003,广告学201801,广告学201802,广告学201803,广告学201804",否,雅安,-,推荐选修课,混教,否
899679718864670586618552860266378602407786024077860344979062469889968161,300311988,理学院,概率论与数理统计B4192019_2,概率论与数理统计B,必修,10-A40910-A410,"2-5,2-64-1,4-2",1-15,4,58,0,0,64,宋燕林,110,99,11,"信息201901,信息201902,信息201903",否,雅安,-,基础课,混教,否
972136198864670581334403866825729721089981335133866897729728062981331063,300311882,水利水电学院,环境影响评价42020190811010301,环境影响评价,推荐选修课,10-A419,"5-1,5-2",1-14,2,28,0,0,32,梁心蓝,78,67,11,"水电201901,水电201902,水电201903",否,雅安,-,推荐选修课,混教,否
860266378995180186022107899679719067503881997594866897728603781797219239,300311877,水利水电学院,工程测量学4202019_1,工程测量学,推荐选修课,1-102,"4-1,4-2",1-13,3,26,20,0,48,李智达,73,62,11,"能动201901,能动201902,能动201903,能动201904,能动201905",否,雅安,-,推荐选修课,混教,否
906711989726950986618552893060368930337690675038972820799721184988658255,300311969,机电学院,数字逻辑41920190809010101,数字逻辑,必修,10-A604,"5-1,5-2",1-18,3.5,36,16,0,56,王乾丰,135,124,11,"计算机201901,计算机201902,计算机201903,计算机201904",否,雅安,-,基础课,混教,否
866825728995180197269509972136198133513381997594972150699062469881339123,300311484,马克思主义学院,马克思主义基本原理概论41720190806010101,马克思主义基本原理概论,必修,10-A210,"2-3,2-4",1-18,2.5,36,0,0,40,伍洋,94,83,11,"电气201901,电气201902,电气201903",否,雅安,-,公共课,混教,否
813383938995180197269509899679718864145597210899819942148199963497269509,300311370,法学院,知识产权法学42220190301010102,知识产权法学,必修,10-A41110-A411,"1-9,1-10(单)4-3,4-4",1-15,3,44,0,0,48,漆海燕,101,90,11,"法学201905,法学201906,法学201907",否,雅安,-,专业课,混教,否
866825728661855288646705972136198864145581335133866825728865420589960541,300311362,法学院,公共政策概论42220190301010102,公共政策概论,推荐选修课,10-A2091-510,"1-1,1-2(双)3-5,3-6",1-17,3.5,50,0,0,56,宁娜,96,85,11,"法学201905,法学201906,法学201907",否,雅安,-,推荐选修课,混教,否
819942148864670589307956819942148602407781335133813310638668383281335133,300311241,体育学院,体育实训课Ⅰ101,体育实训课Ⅰ,必修,2校区运动场,"4-7,4-8(双)",1-16,1,16,0,0,16,张旭乾,45,34,11,法学院（男）,否,雅安,-,公共课,选课,否
813383938602210789307956906711988995971181997594860240778668575288652855,300311155,体育学院,休闲体育概论4232020_1,休闲体育概论,必修,1-10210-A421,"1-5,1-6(双)3-9,3-10",1-15,4,44,16,0,64,翟亮,73,62,11,"休闲体育202001,休闲体育202002",否,雅安,-,专业基础课,混教,否
906711988133440388646705899679718133513389303376813310638995180186030567,300311206,信息工程学院,Web技术41920200809050301,Web技术,推荐选修课,10-A312,"3-7,3-8",1-17,3.5,34,18,0,56,林箐,131,120,11,"物联网202001,物联网202002,物联网202003",否,雅安,-,推荐选修课,混教,否
893060368864670589951801860266378199759488641455886414558995971186618552,300311110,水利水电学院,土木工程CAD42020200805010102,土木工程CAD,推荐选修课,1-406,"4-1,4-2",1-13,3,26,20,0,48,李清,67,56,11,"能动202004,能动202005",否,雅安,-,推荐选修课,混教,否
813383938133440381334403819942148602407786618552813450438937741686683832,300310874,人文学院,微观经济学B4152020_1,微观经济学B,推荐选修课,10-B21010-B213,"3-7,3-85-5,5-6(双)",1-17,3.5,50,0,0,56,董夏燕,129,118,11,"信科202001,信科202002,信科202003,信科202004,信科202005",否,雅安,-,推荐选修课,混教,否
899679718199025486618552893060368199759486619812886467058996465181995674,300311054,理学院,有机化学A416202007100202,有机化学A,必修,10-B20910-B212,"2-3,2-44-7,4-8",1-16,4.5,64,0,0,72,王晗光,156,145,11,"生技202001,生技202002,生技202003,生技202004,生技202005",否,雅安,-,基础课,混教,否
886507558864670597269509972136198602407789303376866185528996465186022107,300311050,马克思主义学院,毛泽东思想和中国特色社会主义理论体系概论416202007100202,毛泽东思想和中国特色社会主义理论体系概论,必修,10-B21210-B209,"1-1,1-23-5,3-6",1-16,4.5,64,0,0,72,赵国友,156,145,11,"生技202001,生技202002,生技202003,生技202004,生技202005",否,雅安,-,公共课,混教,否
893060368133440381990254899679719726950989968161813383938133440381342383,300308306,理学院,无,物理化学实验(生物类),必修,11-714,"4-9,4-10",2-13,3,0,48,0,48,赵颖,36,25,11,化学201804,否,雅安, ,专业基础课,实验,是
866825728995180181334403813383939726950989966021860240779721361989910731,300306139,生命科学学院,无,基础生物化学实验B,必修,12-61512-615,"5-1,5-25-3,5-4",9-17,2,0,36,0,36,唐自钟,35,24,11,食工201901,否,雅安, ,基础课,实验,是
906711988602210790673658906711988995180186026637972695098800237486682572,300303093,理学院,无,无机及分析化学实验BⅡ,必修,11-609,"3-5,3-6",4-16,2,0,40,0,40,赵颖,40,29,11,食质202002,否,雅安, ,基础课,实验,是
813383938930795690673658893060368661855286026637866185528603056786683832,300303064,理学院,无,无机及分析化学实验AⅡ,必修,11-605,"4-5,4-6",4-16,2,0,40,0,40,赵茂俊,40,29,11,食工202003,否,雅安, ,基础课,实验,是
813383938602210781990254866825728602210781331063886582558668977286618552,300302980,理学院,无,无机及分析化学实验AⅡ,必修,11-611,"2-3,2-4",4-16,2,0,40,0,40,吴明君,40,29,11,生物202005,否,雅安, ,基础课,实验,是
819942148661855286618552860266378199025481331063899107318668977289301396,300302984,理学院,无,有机化学实验A,必修,11-70511-705,"6-1,6-26-3,6-4",5-13,2,0,36,0,36,王晗光,40,29,11,生物202005,否,雅安, ,基础课,实验,是
972136199067365889307956813383938199025481992934880023748865825586683832,300302994,理学院,无,无机及分析化学实验AⅡ,必修,11-605,"3-7,3-8",4-16,2,0,40,0,40,赵茂俊,40,29,11,包装202001,否,雅安, ,基础课,实验,是
866825728864670586022107866825728199025489304616860240778134705386037817,300302157,理学院,无,有机化学实验(生物类),必修,11-71111-711,"6-1,6-26-3,6-4",1-12,3,0,48,0,48,冯鞠花,40,29,11,化学202002,否,雅安, ,专业基础课,实验,是
886507558199025490673658813383938995180189304616886414558996139186029257,300302175,理学院,无,有机化学实验(生物类),必修,11-711,"4-9,4-10",1-12,3,0,48,0,48,刘宽,40,29,11,化学202004,否,雅安, ,专业基础课,实验,是
819942148864670588646705886507558930795686025327866904328133513397282079,300302919,理学院,无,无机及分析化学实验AⅡ,必修,11-609,"2-5,2-6",4-16,2,0,40,0,40,林丽,40,29,11,生技202004,否,雅安, ,基础课,实验,是
819942148199025490673658819942148864670589960541899107318199293489304616,300302922,理学院,无,有机化学实验A,必修,11-705,"3-9,3-10",5-13,2,0,36,0,36,王晗光,40,29,11,生技202004,否,雅安, ,基础课,实验,是
886507559067365888646705972136198930795690676478972820799067365886024077,300302901,理学院,无,无机及分析化学实验AⅡ,必修,11-609,"3-3,3-4",4-16,2,0,40,0,40,林丽,40,29,11,生技202002,否,雅安, ,基础课,实验,是
899679718661855281334403860266378995180189304616893747968930795689301396,300302904,理学院,无,有机化学实验A,必修,11-705,"1-9,1-10",5-13,2,0,36,0,36,王晗光,40,29,11,生技202002,否,雅安, ,基础课,实验,是
860266378995180188646705906711988995180188648805906260189721089989307956,300302910,理学院,无,无机及分析化学实验AⅡ,必修,11-609,"5-3,5-4",4-16,2,0,40,0,40,林丽,40,29,11,生技202003,否,雅安, ,基础课,实验,是
972136199067365886618552866825728930795681331063886569058937479688648805,300302892,理学院,无,无机及分析化学实验AⅡ,必修,11-609,"4-3,4-4",4-16,2,0,40,0,40,林丽,40,30,10,生技202001,否,雅安, ,基础课,实验,是
899679718133440381334403813383938661855281331063860240779062793886030567,300302166,理学院,无,有机化学实验(生物类),必修,11-711,"2-9,2-10",1-12,3,0,48,0,48,冯鞠花,40,30,10,化学202003,否,雅安, ,专业基础课,实验,是
886507558199025486618552819942148930795681331063813450438602194790676478,300302842,理学院,无,无机及分析化学实验BⅡ,必修,11-609,"5-5,5-6",4-16,2,0,40,0,40,赵颖,40,30,10,生工202001,否,雅安, ,基础课,实验,是
813383938661855288646705819942149067365881331063899681619067971890620558,300302845,理学院,无,有机化学实验B,必修,11-70511-705,"4-5,4-64-7,4-8",5-13,2,0,36,0,36,黄乾明,40,30,10,生工202001,否,雅安, ,基础课,实验,是
899679718199025488646705886507558864670589304616813351338668977281995674,300302184,理学院,无,有机化学实验(生物类),必修,11-71111-711,"2-1,2-22-3,2-4",1-12,3,0,48,0,48,冯鞠花,40,30,10,化学202005,否,雅安, ,专业基础课,实验,是
819942148864670589951801972136198199025489306036819902548602532789301396,300303024,理学院,无,无机及分析化学实验DⅡ,必修,11-611,"4-7,4-8",4-16,2,0,40,0,40,赵小庆,40,30,10,食工(职)202001,否,雅安, ,基础课,实验,是
813383938930795689951801972136198995180181338393886467058865075588657505,300303034,理学院,无,无机及分析化学实验DⅡ,必修,11-611,"4-5,4-6",4-16,2,0,40,0,40,赵小庆,40,30,10,食工(职)202002,否,雅安, ,基础课,实验,是
899679718199025481990254906711988199025481994214899518018937741681339123,300303074,理学院,无,无机及分析化学实验AⅡ,必修,11-605,"1-3,1-4",4-16,2,0,40,0,40,赵茂俊,40,30,10,食工202004,否,雅安, ,基础课,实验,是
972136198864670597269509813383939067365881342383886555558800237489959711,300306791,法学院,无,电子政务,推荐选修课,7-408,"3-9,3-10",1-12,3,0,48,0,48,刘建平,30,20,10,信息201901,否,雅安, ,推荐选修课,实验,是
972136199726950989307956899679718602210781345043860266378930139688656905,300308348,理学院,无,物理化学实验(化学类),必修,11-621,"4-9,4-10",2-13,3,0,48,0,48,孙萌萌,35,25,10,应用化学201802,否,雅安, ,专业基础课,实验,是
886507558602210786022107899679718864670590624698893060368865420589968161,300308368,理学院,无,物理化学实验(化学类),必修,11-62111-621,"5-1,5-25-3,5-4",2-13,3,0,48,0,48,孙萌萌,35,25,10,应用化学201804,否,雅安, ,专业基础课,实验,是
906711988133440389307956906711988930795689308156886488059062337889964651,300305275,理学院,无,分析化学实验Ⅱ,必修,11-615,"4-9,4-10",2-10,2,0,36,0,36,吴明君,35,25,10,应用化学201903,否,雅安, ,专业基础课,实验,是
819942149726950981334403972136198602210781996954886488058199963497280629,300305278,生命科学学院,无,基础生物化学实验B,必修,12-61512-615,"1-1,1-21-3,1-4",9-17,2,0,36,0,36,韩学易,35,25,10,应用化学201903,否,雅安, ,基础课,实验,是
906711989067365897269509899679718133440390620558819929348603056797213619,300305263,理学院,无,分析化学实验Ⅱ,必修,11-615,"5-9,5-10",2-10,2,0,36,0,36,吴明君,35,25,10,应用化学201902,否,雅安, ,专业基础课,实验,是
893060369067365888646705906711988930795689964651813310638603056797211849,300305266,生命科学学院,无,基础生物化学实验B,必修,12-61512-615,"1-5,1-61-7,1-8",9-17,2,0,36,0,36,赵海霞,35,25,10,应用化学201902,否,雅安, ,基础课,实验,是
860266378864670588646705899679719067365890620558819929348930815686024077,300305251,理学院,无,分析化学实验Ⅱ,必修,11-615,"2-9,2-10",2-10,2,0,36,0,36,吴明君,35,25,10,应用化学201901,否,雅安, ,专业基础课,实验,是
893060369067365890673658866825728133440381347053866877928930815697215069,300305254,生命科学学院,无,基础生物化学实验B,必修,12-61512-615,"3-5,3-63-7,3-8",9-17,2,0,36,0,36,赵海霞,35,25,10,应用化学201901,否,雅安, ,基础课,实验,是
819942148930795686022107813383938602407790675038813344038996602189966021,300311066,理学院,大学物理A4182020_1,大学物理A,必修,10-A31010-A103,"3-9,3-104-5,4-6",1-15,6,58,32,0,96,冯兴,94,84,10,"包装202001,包装202002,包装202003",否,雅安,-,基础课,混教,否
886507559067365881334403906711988930337688641455906736588602194781999634,300311047,马克思主义学院,中国近现代史纲要416202008300101,中国近现代史纲要,必修,10-B211,"3-5,3-6",1-18,2.5,36,0,0,40,聂娟,149,139,10,"生工202001,生工202002,生工202003,生工202004,生工202005",否,雅安,-,公共课,混教,否
899679719067365897269509899679718199759489307956893747968865690589377416,300310987,法学院,社会心理学42920201202060301,社会心理学,推荐选修课,10-A30210-A312,"1-3,1-4(双)3-3,3-4",1-15,3,44,0,0,48,郑继佳,131,121,10,"人力202001,人力202002,人力202003",否,雅安,-,推荐选修课,混教,否
893060368199025497269509866825728602407789951801880023748865555590624698,300310978,人文学院,古代汉语Ⅰ42920200501010101,古代汉语Ⅰ,必修,1-40410-A404,"1-7,1-83-1,3-2(双)",1-17,3.5,50,0,0,56,王秀丽,126,116,10,"汉语202001,汉语202002,汉语202003",否,雅安,-,专业基础课,混教,否
866825728930795690673658860266378930337697269509893728368603056781992934,300310862,理学院,线性代数415202007030301,线性代数,必修,10-B212,"3-3,3-4",1-14,2,28,0,0,32,宋燕林,156,146,10,"化学202001,化学202002,化学202003,化学202004,化学202005",否,雅安,-,基础课,混教,否
906711988602210781990254899679719067503890673658860337878865420581996954,300310865,马克思主义学院,中国近现代史纲要415202007030301,中国近现代史纲要,必修,10-B212,"5-5,5-6",1-18,2.5,36,0,0,40,聂娟,156,146,10,"化学202001,化学202002,化学202003,化学202004,化学202005",否,雅安,-,公共课,混教,否
886507558661855286022107899679718864145597269509899681618865555590675038,300310871,马克思主义学院,毛泽东思想和中国特色社会主义理论体系概论415202007010202,毛泽东思想和中国特色社会主义理论体系概论,必修,10-B21210-B212,"2-9,2-104-5,4-6",1-16,4.5,64,0,0,72,赵国友,156,146,10,"信科202001,信科202002,信科202003,信科202004,信科202005",否,雅安,-,公共课,混教,否
819942149726950981334403906711988199759489951801972192398996602189374796,300310769,理学院,大学物理B417202008070202,大学物理B,必修,10-A40210-A312,"2-5,2-64-3,4-4(单)",1-14,4,42,18,0,64,张义,131,121,10,"电子202001,电子202002,电子202003,电子202004",否,雅安,-,基础课,混教,否
866825728199025489951801899679718661981286619812819975949062601888658255,300311199,信息工程学院,电子商务419202008090101,电子商务,推荐选修课,10-A212,"1-1,1-2",1-16,3,32,12,0,48,吴敬花,142,132,10,"计算机202002,计算机202003,计算机202004,计算机202001",否,雅安,-,推荐选修课,混教,否
886507558602210788646705819942149721089989303376972150698991073189967971,300311493,机电学院,信号与系统41720190806010102,信号与系统,必修,10-A707,"2-3,2-4",1-16,3,32,12,0,48,康志亮,106,96,10,"电气201904,电气201905,电气201906",否,雅安,-,专业基础课,混教,否
819942148133440388646705906711988661981289303376813470538864145597211849,300311516,机电学院,机械设计基础A417201908230205,机械设计基础A,必修,10-A21110-B101,"1-1,1-23-1,3-2",1-14,4.5,56,12,0,72,陈霖,91,81,10,"农机(职)201901,农机(职)201902",否,雅安,-,专业课,混教,否
819942148133440381990254906711989721089986619812899681619721506997280629,300311848,生命科学学院,基础生物化学B418201908270102,基础生物化学B,必修,10-A20810-A208,"1-3,1-44-3,4-4(双)",1-15,3,44,0,0,48,唐自钟,146,136,10,"食工201904,食工201905,食工201906,食工201901,食工201902,食工201903",否,雅安,-,基础课,混教,否
899679718133440390673658866825728930337686687792819902548133440389307956,300312000,马克思主义学院,毛泽东思想和中国特色社会主义理论体系概论4302019_1,毛泽东思想和中国特色社会主义理论体系概论,必修,10-A60810-A212,"4-1,4-25-3,5-4",1-16,4.5,64,0,0,72,颜怀坤,123,113,10,"视觉201901,视觉201902,视觉201903",否,雅安, ,公共课,混教,否
893060368930795690673658813383938661981289963281906260188800091488655555,300314987,机电学院,可编程控制器101,可编程控制器,推荐选修课,10-B20210-A212,"1-5,1-6(双)3-7,3-8",1-15,4,44,16,0,64,康志亮,142,132,10,"电子(职)201901,电子201901,电子201902,电子201903,电子201904,电子201905",否,雅安,-,推荐选修课,混教,否
886507558661855281334403819942148995971181347053813344038930603681994214,300315033,机电学院,半导体物理101,半导体物理,必修,1-2091-405,"3-1,3-25-1,5-2(单)",1-15,4,44,16,0,64,黄鹏,139,129,10,"电子201901,电子201902,电子201903,电子201904,电子201905",否,雅安,-,专业基础课,混教,否
899679718864670581334403893060368995971188652855819902548668257286681192,300315037,人文学院,基础英语Ⅳ102,基础英语Ⅳ,必修,10-B50510-A515,"2-3,2-44-5,4-6",1-9,3,36,8,0,48,刘星妤,49,39,10,英语201902,否,雅安,-,专业基础课,混教,否
893060368602210788646705899679718864145581996954813344038937741689307956,300315070,人文学院,口译101,口译,必修,10-A515,"5-1,5-2",1-11,3.5,22,32,0,56,朱雅冬,49,39,10,英语201801,否,雅安,-,专业基础课,混教,否
972136199726950986618552893060368133513390620558860221078996816190620558,300315085,人文学院,英语阅读Ⅳ102,英语阅读Ⅳ,必修,10-A515,"4-3,4-4",1-14,2.5,28,8,0,40,田华平,49,39,10,英语201902,否,雅安,-,基础课,混教,否
819942148864670586022107893060368133513389301396899605418996139189303376,300314271,人文学院,大学英语AⅡ112,大学英语AⅡ,必修,10-B20910-B212,"1-7,1-84-3,4-4(双)",3-17,4,42,16,0,64,刘世林,156,146,10,"化学202005,化学202001,化学202002,化学202003,化学202004",否,雅安,-,公共课,混教,否
906711989067365889307956813383939067503881339123886569059067119881994214,300314833,马克思主义学院,中国近现代史纲要101,中国近现代史纲要,必修,10-B202,"5-3,5-4",1-18,2.5,36,0,0,40,赵海伦,180,170,10,"信息202001,信息202002,休闲体育202001,休闲体育202002,农机(职)202003",否,雅安,-,公共课,混教,否
906711988133440381990254813383938930337689304616972150698134238381996954,300312465,人文学院,员工培训与开发42920181202060301,员工培训与开发,必修,1-50510-B212,"4-1,4-25-3,5-4",1-7,4,26,36,0,64,杨仕元,140,130,10,"人力201801,人力201802,人力201803,人力201804",否,雅安,-,专业课,混教,否
813383938930795688646705813383939721089986025327860305678603378786685752,300312685,机电学院,控制工程41920180809050301,控制工程,必修,10-B210,"4-3,4-4",1-16,3,32,12,0,48,庞涛,145,135,10,"物联网201801,物联网201802,物联网201803,物联网201804",否,雅安,-,专业基础课,混教,否
866825729726950981990254899679718930337681342383972118499726950981998294,300316606,体育学院,学校体育学101,学校体育学,推荐选修课,10-A608,"2-9,2-10",1-11,2,22,8,0,32,万忠玉,123,113,10,"体育202001,体育202002,体育202003,体育202004",否,雅安,-,推荐选修课,混教,否
893060368864670586022107899679718602407790627938906764788199695490679718,300316254,理学院,天然产物化学102,天然产物化学,推荐选修课,10-B202,"2-5,2-6",1-16,4,32,28,0,64,姜媛媛,180,170,10,"化学201901,化学201902,化学201903,化学201904,应用化学201801,应用化学201802,应用化学201803,应用化学201804",否,雅安,-,推荐选修课,混教,否
893060368199025489307956860266379721089988652855886555558668977288650755,300315783,理学院,有机化学(生物类)101,有机化学(生物类),必修,10-B21210-B21210-B212,"1-5,1-63-1,3-24-1,4-2(双)",1-16,5,80,0,0,84,冯鞠花,156,146,10,"化学202001,化学202002,化学202003,化学202004,化学202005",否,雅安,-,专业基础课,混教,否
972136198602210786618552899679718602407797216459813431738800237481997594,300315791,理学院,高等代数Ⅱ101,高等代数Ⅱ,必修,10-B20410-B212,"1-5,1-63-9,3-10",1-15,4.5,58,8,0,72,沈照力,156,146,10,"信科202001,信科202002,信科202003,信科202004,信科202005",否,雅安,-,专业基础课,混教,否
813383938133440389307956886507558661981288652855972192399728207988648805,300315792,理学院,数学分析Ⅱ101,数学分析Ⅱ,必修,10-B21210-B212,"2-3,2-43-5,3-6",1-18,5.5,72,8,0,88,王建军,156,146,10,"信科202001,信科202002,信科202003,信科202004,信科202005",否,雅安,-,专业基础课,混教,否
899679718661855281990254813383938930337681347053899681618865555589377416,300315877,人文学院,组织行为学101,组织行为学,推荐选修课,10-A60810-A608,"1-3,1-44-7,4-8(双)",1-15,3,44,0,0,48,刘科,123,113,10,"行政管理202001,汉语201801,汉语201802,汉语201803",否,雅安,-,推荐选修课,混教,否
906711989726950988646705893060368602407786685752972806298937283688652855,300315885,体育学院,体育竞赛裁判学101,体育竞赛裁判学,必修,10-B213,"2-9,2-10",1-4,2.5,8,32,0,40,刘仁健,129,119,10,"体育201801,体育201802,体育201803",否,雅安,-,专业基础课,混教,否
860266378199025486022107886507559067503881996954906764788603378797210899,300315281,体育学院,体育实训课Ⅰ1111,体育实训课Ⅰ,必修,2校区运动场,"3-7,3-8(单)",1-16,1,16,0,0,16,王文晓,45,35,10,水利水电学院（女）,否,雅安,-,公共课,选课,否
860266379726950988646705893060368661981281347053899107319067365889301396,300315904,理学院,无机化学(化学类)Ⅱ101,无机化学(化学类)Ⅱ,必修,10-B20910-B401,"2-9,2-103-7,3-8",1-13,3.5,46,0,0,52,赵小庆,157,148,9,"应用化学202001,应用化学202002,应用化学202003,应用化学202004,应用化学202005",否,雅安,-,专业基础课,混教,否
886507558602210786022107813383938661981286685752860378178865555586024077,300315771,理学院,大学物理B转专业补,大学物理B,必修,10-A20110-A309,"2-5,2-65-3,5-4(单)",1-14,4,42,18,0,64,殷鹏飞,95,86,9,全校,否,雅安,-,基础课,选课,否
866825728661855297269509972136198864145589370776972122898800091490624698,300316288,体育学院,运动技术专项Ⅲ游泳,运动技术专项Ⅲ,必修,2校区游泳池032校区游泳池03,"3-5,3-64-5,4-6",5-18,3.5,56,0,0,56,王晖,45,36,9,全校,否,雅安,-,专业课,选课,否
819942148199025490673658886507558995971190627938899646519721361981331063,300316532,法学院,中国法制史转专业补,中国法制史,必修,1-51010-B403,"2-1,2-2(双)4-1,4-2",1-15,3,44,0,0,48,许彦,96,87,9,法学2019转专业补,否,雅安,-,专业基础课,选课,否
972136198661855297269509886507558864145588654205819982948864145581347053,300316615,体育学院,运动技术专项Ⅰ羽毛球,运动技术专项Ⅰ,必修,体育馆羽毛球场01体育馆羽毛球场01,"4-5,4-65-5,5-6",1-14,3.5,56,0,0,56,刘仁健,45,36,9,全校,否,雅安,-,专业课,选课,否
893060368199025489951801893060368199759489304616906279388865690588654205,300312686,信息工程学院,嵌入式系统开发与应用41920180809050301,嵌入式系统开发与应用,必修,10-A208,"5-1,5-2",1-18,4,36,24,0,64,蒲海波,146,137,9,"物联网201801,物联网201802,物联网201803,物联网201804",否,雅安,-,专业课,混教,否
886507558864670581990254899679718995971186025327886582558603449786683832,300312994,马克思主义学院,思政课社会实践Ⅲ416201907100103_1,思政课社会实践Ⅲ,实践教学,-,-,1-19,.5,0,0,.5周,0,孟志宏,82,73,9,"生物201901,生物201902,生物201903",是,雅安,-,-,混教,否
813383938661855297269509893060368995971190676478899632819062055889306036,300312453,人文学院,中国古典文献及工具书429201805010101,中国古典文献及工具书,必修,10-A209,"1-9,1-10",1-14,2.5,28,8,0,40,王秀丽,97,88,9,"汉语201801,汉语201802,汉语201803",否,雅安,-,专业基础课,混教,否
893060368661855281990254813383939721089989304616899632818603781789306036,300312473,法学院,地方政府学4292018_1,地方政府学,必修,10-A40810-A204,"2-1,2-2(双)4-7,4-8",1-15,3,44,0,0,48,张丽娟,55,46,9,"行政管理201801,行政管理201802",否,雅安,-,专业课,混教,否
860266378199025486022107866825728930337686687792819956748134238389374796,300312469,人文学院,文化经纪理论与实务429201812021004,文化经纪理论与实务,必修,1-211,"1-1,1-2",1-11,3,22,24,0,48,陈曦,76,67,9,"文化201801,文化201802",否,雅安,-,专业课,混教,否
972136198930795690673658813383938661981289960541906797188199963490675038,300312471,法学院,知识产权法学429201812021004,知识产权法学,必修,1-21110-B209,"3-3,3-45-1,5-2(单)",1-15,3,44,0,0,48,漆海燕,76,67,9,"文化201801,文化201802",否,雅安,-,专业基础课,混教,否
886507558602210781334403813383938930337689304616899632818865690586026637,300312483,信息工程学院,信息检索与利用4292018_1,信息检索与利用,推荐选修课,10-A310,"2-9,2-10",1-12,2,24,6,0,32,徐少良,94,85,9,"英语201801,英语201802,英语201803,英语201804",否,雅安,-,推荐选修课,混教,否
906711989067365888646705899679718661981286687792899605419721506986618552,300312240,机电学院,农业机械学41720180823020401,农业机械学,必修,1-51010-A209,"3-7,3-8(单)5-3,5-4",1-14,4,42,18,0,64,吴维雄,96,87,9,"农机(职)201801,农机(职)201802,农机(职)201803",否,雅安,-,专业课,混教,否
893060368602210789951801972136198602407797212289866857528865420590623378,300312567,食品学院,食品工艺学导论41820180827020401,食品工艺学导论,必修,10-A40210-B213,"2-1,2-25-1,5-2(单)",1-15,3,44,0,0,48,敖晓琳,129,120,9,"食质201801,食质201802,食质201803,食质201804",否,雅安,-,专业基础课,混教,否
899679719067365881334403819942148661981290676478899660218996139189951801,300312670,信息工程学院,软件工程41920180809010201,软件工程,必修,1-20910-A604,"2-3,2-4(单)5-3,5-4",1-14,3.5,40,12,0,56,刘丽萍,135,126,9,"计算机(职)201801,计算机(职)201802,计算机(职)201803",否,雅安,-,专业课,混教,否
860266378930795686618552866825729067503889301396860337879067119889304616,300314832,马克思主义学院,中国近现代史纲要102,中国近现代史纲要,必修,10-A204,"5-3,5-4",1-18,2.5,36,0,0,40,马国华,180,171,9,"社工202002,社工202003,食工(职)202001,食工(职)202002,社工202001",否,雅安,-,公共课,混教,否
886507559726950981990254972136198199759490679718860344979062793889963281,300314964,体育学院,球类运动Ⅲ102,球类运动Ⅲ,必修,2校区运动场,"4-7,4-8",1-12,1.5,24,0,0,24,潘雪婷,45,36,9,休闲体育201902,否,雅安,-,专业课,混教,否
906711988133440381334403886507559721089989301396866904328199829486029257,300314965,体育学院,游泳与水上运动Ⅱ102,游泳与水上运动Ⅱ,必修,2校区游泳池02,"5-1,5-2",7-18,1.5,24,0,0,24,王晖,45,36,9,休闲体育201902,否,雅安,-,专业课,混教,否
866825729726950981334403866825729721089981339123880009148602532786030567,300314826,马克思主义学院,毛泽东思想和中国特色社会主义理论体系概论101,毛泽东思想和中国特色社会主义理论体系概论,必修,1-20910-A607,"1-7,1-83-5,3-6",1-16,4.5,64,0,0,72,任大廷,106,97,9,"计算机(职)202001,计算机(职)202002,电子(职)201901",否,雅安,-,公共课,混教,否
860266378199025497269509906711988661981286029257860221079721506988000914,300315048,人文学院,听力Ⅱ103,听力Ⅱ,必修,10-A515,"4-7,4-8",1-14,2,28,0,0,32,王妮娜,49,40,9,英语202003,否,雅安,-,基础课,混教,否
972136198661855281990254860266378602407790620558906736588199421488641455,300315031,人文学院,基础英语Ⅱ103,基础英语Ⅱ,必修,10-A515,"1-3,1-4",1-18,3,36,8,0,48,王蓓,49,40,9,英语202003,否,雅安,-,专业基础课,混教,否
813383938661855289307956819942148864145589304616893079569067365886619812,300312001,艺术与传媒学院,市场调查与统计4302019_1,市场调查与统计,推荐选修课,10-A409,"4-3,4-4",1-16,4,32,32,0,64,曹梦凌,110,101,9,"视觉201901,视觉201902,视觉201903",否,雅安,-,推荐选修课,混教,否
819942148864670590673658860266379067503881997594813463138800237481347053,300311995,艺术与传媒学院,平面广告设计430201905030301,平面广告设计,必修,10-A412,"1-9,1-10",1-8,4,16,48,0,64,陈坤,92,83,9,"广告学201901,广告学201902,广告学201903",否,雅安,-,专业课,混教,否
813383938199025486618552899679718133513390676478886467058864145581331063,300312012,法学院,社会心理学4302019_1,社会心理学,推荐选修课,10-A41910-A421,"3-9,3-105-1,5-2(单)",1-15,3,44,0,0,48,王海燕,77,68,9,"数字媒体201901,数字媒体201902,数字媒体201903",否,雅安,-,推荐选修课,混教,否
